destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000333,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,"access=moderate; medical=medium; cautions=border_area,monsoon",medium,remoteness,complex,medium,seasonal_closure;weather_critical,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,border_area_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000334,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,25,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,,simple,medium,seasonal_closure,,low,remote/small-settlement tier; medical access limited,low,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,low,narrow,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=25 requires medical-access verification before treating as decision-grade
DST2-000335,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000336,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000337,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000338,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000339,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,20,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,long_road_transfer,monsoon,permit,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,check,none,monsoon:check;winter_road:check,medium,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000340,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,20,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,long_road_transfer,monsoon,permit,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,check,none,monsoon:check;winter_road:check,medium,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000341,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,10,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000342,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,35,low_medium,low_medium,low_medium,medium,"access=hard; medical=high; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,high,major-city tier; tertiary care assumed available,high,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,broad,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
DST2-000343,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,35,low_medium,low_medium,low_medium,medium,"access=hard; medical=high; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,high,major-city tier; tertiary care assumed available,high,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,broad,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
DST2-000344,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,10,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000345,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,20,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000346,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,20,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000347,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000348,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,10,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,long_road_transfer,monsoon,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,hard,border_area_check;long_road_transfer_check;monsoon_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
